rank,token_id,count,frequency,cumulative_freq
414,110,284,0.060214397177556146,79.75714939955219
415,15,282,0.05979035212700998,79.8169397516792
416,1449,281,0.05957832960173688,79.87651808128093
417,1081,280,0.0593663070764638,79.9358843883574
418,1345,280,0.0593663070764638,79.99525069543385
419,1592,279,0.05915428455119071,80.05440497998504
420,1087,279,0.05915428455119071,80.11355926453622
421,1706,279,0.05915428455119071,80.1727135490874
422,1392,278,0.05894226202591763,80.23165581111333
423,1267,278,0.05894226202591763,80.29059807313925
424,1707,277,0.05873023950064454,80.3493283126399
425,1541,276,0.05851821697537146,80.40784652961527
426,1312,275,0.05830619445009838,80.46615272406537
427,997,275,0.05830619445009838,80.52445891851546
428,1318,275,0.05830619445009838,80.58276511296556
429,640,273,0.05788214939955221,80.6406472623651
430,1621,273,0.05788214939955221,80.69852941176465
431,1109,272,0.05767012687427912,80.75619953863894
432,834,272,0.05767012687427912,80.81386966551322
433,1490,271,0.05745810434900604,80.87132776986223
434,934,271,0.05745810434900604,80.92878587421124
435,789,270,0.057246081823732954,80.98603195603498
436,1196,270,0.057246081823732954,81.04327803785871
437,1375,269,0.05703405929845987,81.10031209715717
438,1696,267,0.05661001424791369,81.15692211140508
439,1210,267,0.05661001424791369,81.21353212565299
440,521,266,0.05639799172264061,81.26993011737564
441,798,263,0.05576192414682136,81.32569204152246
442,1186,262,0.05554990162154827,81.381241943144
443,664,261,0.05533787909627519,81.43657982224028
444,1799,259,0.05491383404572902,81.49149365628601
445,926,259,0.05491383404572902,81.54640749033175
446,632,258,0.05470181152045594,81.6011093018522
447,546,258,0.05470181152045594,81.65581111337266
448,1503,258,0.05470181152045594,81.71051292489312
449,1534,258,0.05470181152045594,81.76521473641358
450,1591,257,0.05448978899518285,81.81970452540877
451,1722,257,0.05448978899518285,81.87419431440395
452,1603,257,0.05448978899518285,81.92868410339914
453,466,257,0.05448978899518285,81.98317389239432
454,47,257,0.05448978899518285,82.0376636813895
455,1149,256,0.05427776646990977,82.09194144785941
456,495,256,0.05427776646990977,82.14621921432932
457,269,255,0.05406574394463668,82.20028495827395
458,1347,253,0.053641698894090505,82.25392665716805
459,813,253,0.053641698894090505,82.30756835606215
460,485,253,0.053641698894090505,82.36121005495625
461,1749,253,0.053641698894090505,82.41485175385034
462,1675,252,0.053429676368817416,82.46828143021916
463,321,251,0.053217653843544335,82.52149908406271
464,719,250,0.053005631318271254,82.57450471538098
465,36,250,0.053005631318271254,82.62751034669925
466,1454,250,0.053005631318271254,82.68051597801752
467,1499,245,0.05194551869190583,82.73246149670943
468,1462,245,0.05194551869190583,82.78440701540134
469,1013,245,0.05194551869190583,82.83635253409325
470,1365,245,0.05194551869190583,82.88829805278516
471,1632,244,0.051733496166632746,82.9400315489518
472,1291,243,0.05152147364135966,82.99155302259315
473,117,243,0.05152147364135966,83.04307449623451
474,1622,242,0.05130945111608658,83.0943839473506
475,1192,241,0.051097428590813496,83.1454813759414
476,1806,241,0.051097428590813496,83.19657880453221
477,848,240,0.05088540606554041,83.24746421059776
478,1107,240,0.05088540606554041,83.2983496166633
479,1561,240,0.05088540606554041,83.34923502272885
480,1422,239,0.05067338354026731,83.39990840626912
481,1447,237,0.05024933848972114,83.45015774475884
482,1124,235,0.049825293439174974,83.49998303819801
483,1323,235,0.049825293439174974,83.54980833163718
484,937,235,0.049825293439174974,83.59963362507635
485,367,235,0.049825293439174974,83.64945891851552
486,1631,234,0.04961327091390189,83.69907218942943
487,1027,234,0.04961327091390189,83.74868546034334
488,467,233,0.049401248388628805,83.79808670873197
489,1716,231,0.04897720333808264,83.84706391207006
490,1598,228,0.048341135762263385,83.89540504783231
491,705,228,0.048341135762263385,83.94374618359457
492,1484,227,0.0481291132369903,83.99187529683157
493,816,227,0.0481291132369903,84.04000441006856
494,952,226,0.047917090711717215,84.08792150078028
495,1218,225,0.04770506818644413,84.13562656896673
496,1351,225,0.04770506818644413,84.18333163715317
497,788,225,0.04770506818644413,84.23103670533962
498,809,225,0.04770506818644413,84.27874177352606
499,1399,222,0.04706900061062487,84.32581077413668
500,1275,220,0.0466449555600787,84.37245572969677
501,1505,219,0.04643293303480562,84.41888866273158
502,293,219,0.04643293303480562,84.46532159576638
503,610,218,0.04622091050953253,84.51154250627592
504,374,218,0.04622091050953253,84.55776341678545
505,395,217,0.04600888798425945,84.6037723047697
506,1519,217,0.04600888798425945,84.64978119275396
507,1674,216,0.04579686545898637,84.69557805821294
508,576,216,0.04579686545898637,84.74137492367193
509,1122,216,0.04579686545898637,84.78717178913091
510,855,214,0.04537282040844019,84.83254460953935
511,1453,213,0.045160797883167104,84.87770540742252
512,1517,212,0.04494877535789402,84.92265418278042
513,1581,212,0.04494877535789402,84.96760295813831
